date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
20020107,8,0,13,4.7,5.4,4.9,0.6,103400,0
20020108,8,0,13,5.8,4.2,3.6,0,103210,0
20020109,6,1.2,25,7.9,3.4,0.9,0.6,103280,0
20020110,6,2.9,36,5.7,4.9,1.9,2.4,102880,0
20020111,6,0.7,22,9,2.8,0,0,102900,0
20020112,7,0,14,11.1,4.5,0,0.4,102870,0
20020113,8,0,14,10.8,7.2,3.3,0,102330,0
20020114,8,0.2,18,9.4,9.8,8.8,3.8,102190,0
20020115,5,1.8,31,9.3,8.4,7.5,0,101610,0
20020116,6,0.4,21,10.1,4.4,-0.5,0.2,102060,0
20020117,6,0,15,8.9,6.4,2.8,2.8,101620,0
20020118,5,2.8,39,11.1,4.8,0.6,0.8,101670,0
20020119,3,5.9,56,12.8,6.4,1.7,0,101230,0
20020120,7,0,16,12.6,9.3,5.8,2.2,101110,0
20020121,6,0.8,26,10.7,11.6,10.6,1,100800,0
20020122,6,5.1,54,12.1,9.3,7.9,1.2,100280,0
20020123,8,0.2,20,10.6,9.8,7.6,4.8,99070,0
20020124,7,1.2,31,11.9,9.3,8,0,99680,0
20020125,7,0,17,12.1,6.4,1,6,101180,0
20020126,8,0.1,20,13.9,8.4,4.8,13,100100,0
20020127,8,0,18,12.7,10.7,7.5,5.6,100390,0
20020128,4,5.5,61,14,10.6,8.6,0.8,101300,0
20020129,6,0.9,30,13.3,10.6,7.1,0,101980,0
20020130,7,0,19,12.4,11.4,9.6,1,101280,0
20020131,5,1.4,36,13.6,9.1,5.8,3.6,101180,0
20020201,7,0,19,13.5,10,6.5,0.2,100860,0
20020202,7,0.8,31,11.6,12.9,12.3,0.2,101040,0
20020203,8,0,20,12.9,10.4,9.3,18.2,100550,0
20020204,6,0,20,12.8,9,5.1,8.4,100650,0
20020205,6,4.3,61,9.7,10.1,7.4,1.6,99580,0
20020206,3,5.1,67,12,6.9,4.1,0,100510,0
20020207,6,0,21,13.2,6.2,0.5,1,101690,0
20020208,8,0.2,27,12.1,8.6,3.9,0.2,101530,0
20020209,6,3.2,57,12.9,11.1,10.1,1.2,100530,0
20020210,6,2.4,51,13.8,9.6,6.4,0.2,100760,0
20020211,8,0.1,26,13.6,10.8,7.8,1.6,100220,0
20020212,6,2.4,53,10.4,11.8,10.1,0,101040,0
20020213,7,0.6,35,8.9,8.6,6.7,0.4,101820,0
20020214,4,7.4,91,9,6,3.2,0,103010,0
20020215,3,8.5,100,10,4.2,-0.7,0,103430,0
20020216,1,9.1,105,7.7,5.6,1.1,0,103110,0
20020217,7,2.4,57,9.3,3.4,-0.9,0.4,102280,0
20020218,6,8.4,104,11.7,4.6,0,0,102260,0
20020219,7,1.3,47,10.7,8.4,5.1,8,101730,0
20020220,5,5.3,84,11.3,9.8,8.9,1.6,99960,0
20020221,6,0.2,33,13.8,6.2,1.2,1,101800,0
20020222,6,5.5,88,7.7,8.2,2.5,0.2,100250,0
20020223,3,6.7,99,10.5,6,4.3,0.2,100390,0
20020224,7,0,29,12.9,5.6,0.7,8.6,100980,0
20020225,8,0,30,12,8.4,3.8,8,99920,0
20020226,6,4.8,88,9.6,10,8.1,2.8,99020,0
20020227,4,6.8,105,9.9,5.9,2.2,0,99640,0
20020228,4,5.9,99,7.8,6.7,3.5,0,99740,0
20020301,4,2.3,73,8.8,3.6,-0.7,0.4,101060,0
20020302,3,7.7,128,10.5,4.2,-0.3,0.2,101820,0
20020303,7,1.4,63,9,6.5,2.5,0,102000,0
20020304,8,0,36,11.9,7.6,6.2,0,101940,0
20020305,7,3.5,91,12.2,8,4,0,101480,0
20020306,7,0,38,14.7,8.6,5.1,0,100820,0
20020307,4,6.3,123,14.2,11.8,8.9,0,101760,0
20020308,7,0.9,60,12,9.6,5,0.2,102260,0
20020309,3,9.5,156,11.5,7.8,3.5,0,101280,0
20020310,6,0.1,45,13.4,6.8,2,0.6,101130,0
20020311,7,2.6,88,12.5,10.6,7.7,0.6,101070,0
20020312,7,1.5,73,7.2,8.6,4.8,4,101420,0
20020313,8,0,42,6.5,6,4.8,0.2,101680,0
20020314,7,0,43,9.8,5.7,4.9,4,101010,0
20020315,7,0,43,14.8,6.8,3.7,5.2,100620,0
20020316,7,2.3,89,14.1,10.4,5.9,9.2,100960,0
20020317,7,3.1,101,11.8,11.2,8.4,1,100540,0
20020318,7,0.2,53,12,9.7,7.6,7.6,99480,0
20020319,8,1,71,13.4,9.4,6.9,3.4,100310,0
20020320,7,0.1,51,15.9,11.2,8.9,1,101190,0
20020321,7,2.1,91,15.1,13.2,10.5,0,101900,0
20020322,7,0.8,70,12.7,11.4,7.7,0,102630,0
20020323,7,5.3,136,11.9,9.8,6.9,0,103270,0
20020324,7,6.8,155,14.5,7.5,3.1,0,103360,0
20020325,6,6.4,152,12.1,9,3.5,0,102960,0
20020326,4,7.1,162,12,9.6,7.2,0,103110,0
20020327,3,11.1,206,13.9,7.2,2.4,0,103220,0
20020328,1,11,207,16.8,8.6,3.2,0,102700,0
20020329,0,10.8,207,17.4,9.8,2.9,0,102110,0
20020330,2,7.3,171,12.3,10.8,4.3,0,101960,0
20020331,7,0.1,59,15.2,9.4,6.5,0,101560,0
20020401,7,1.7,96,18.9,12.4,9.6,0,101370,0
20020402,7,3.1,120,20.6,13,7.1,0,101010,0
20020403,4,9.8,206,19.3,15.2,9.9,0,100600,0
20020404,1,9.6,205,17.1,13.3,7.3,0,100840,0
20020405,2,10.1,212,11.9,11.5,5.9,0,100740,0
20020406,0,11.4,228,12.9,9.5,7.1,0,101650,0
20020407,1,11.8,235,14.1,8.6,4.3,0,102210,0
20020408,3,10.7,224,10.7,9.2,4.4,0,102380,0
20020409,5,3.1,127,12.9,6.9,3.1,0,102460,0
20020410,3,10.8,229,12.9,8.9,4.9,0,101980,0
20020411,4,5.8,169,13.3,8.4,4,0,101180,0
20020412,4,9.8,221,11.3,8.4,3.4,0,100950,0
20020413,5,6.3,178,12.1,7.4,3.5,0,101180,0
20020414,6,2.4,121,12.3,6.5,0.9,0,101340,0
20020415,6,0.3,76,15.9,9.4,6.6,0,101650,0
20020416,2,10.4,234,15.9,9.2,2.6,0,101710,0
20020417,6,8,206,14.1,10.2,4.4,0.4,101500,0
20020418,4,7.9,206,14.5,9.5,4.9,1.4,101580,0
20020419,5,6.8,193,17.8,10.1,5.7,0,102150,0
20020420,6,7.7,206,20.2,10.8,3.9,0,102940,0
20020421,6,11.6,256,20.8,13.4,6.7,0,103300,0
20020422,7,6.5,192,22.6,15,9.2,0,103070,0
20020423,5,11.9,263,22.1,15.7,8.8,0,103150,0
20020424,4,7.9,214,17.9,15.8,9.6,0,102720,0
20020425,6,9.4,235,15,13.7,9.5,4,102230,0
20020426,6,4.6,169,14.7,11.6,8.2,4.2,100700,0
20020427,6,5.4,182,15.5,10.2,5.6,8,100900,0
20020428,5,5.6,186,15.3,12,8.5,2,99470,0
20020429,4,10.1,249,12,10.4,5.5,4.6,100000,0
20020430,7,0,70,15.3,10.1,8.2,13.8,99880,0
20020501,4,11.4,268,15.5,11,6.6,0,100180,0
20020502,6,6.9,210,16.9,10,4.5,3.6,100890,0
20020503,3,10.5,259,13.8,11.2,5.5,0,101760,0
20020504,5,8.6,235,12.2,9.4,4.9,0,102220,0
20020505,5,5.1,185,16.1,8.2,4.1,0.6,102390,0
20020506,6,7.8,226,16.6,11.4,6.6,5.6,102240,0
20020507,6,2.7,146,16.7,12.8,9.1,0,102140,0
20020508,6,3,152,13.3,12,7.2,0,101830,0
20020509,8,0,75,16.7,11.2,9.1,0,101250,0
20020510,8,0,75,17.5,13.3,9.9,0,100840,0
20020511,7,0.8,106,16.9,14.4,11.4,0,101070,0
20020512,6,3.3,160,14.7,13.1,9.3,0.4,101330,0
20020513,8,0,76,16.8,12.6,10.4,10.6,100740,0
20020514,6,8.2,239,19.7,13.8,10.7,0.4,101080,0
20020515,6,10.4,270,25.1,15.1,10.5,0,102230,0
20020516,4,13.5,310,23.5,16.6,8.1,0,101890,0
20020517,7,6.1,210,18.9,18.8,14.2,4.2,101070,0
20020518,7,2.8,154,19.8,16,13.2,0,101260,0
20020519,7,7.8,237,19,15.6,11.5,0,101640,0
20020520,7,1.4,125,18.3,15.8,12.7,12,101000,0
20020521,7,3.7,173,18.6,15.6,12.9,7,99910,0
20020522,5,9.7,266,18.3,15.9,13.2,0.2,99460,0
20020523,5,10.3,275,17.9,15.1,11.9,3.8,100410,0
20020524,7,5.7,208,16.8,14.4,10.8,3,100250,0
20020525,6,9.4,263,13.5,13.3,9.8,4.8,100640,0
20020526,6,3.4,169,18,11.4,9.2,7.8,99920,0
20020527,4,9.5,266,16.2,11.8,5.6,0.6,100330,0
20020528,6,3.5,172,17.6,12.8,9.4,0.6,100430,0
20020529,5,9.2,263,17.3,13.8,10,0.4,101240,0
20020530,6,4.9,198,19.8,13.6,9.9,0.8,102100,0
20020531,5,12.6,310,22.8,14.2,8.6,0,102540,0
20020601,1,14.3,330,26.8,16.3,9.8,0,102430,0
20020602,6,9.9,275,17.7,19.4,11.9,0,101610,0
20020603,7,2.5,156,16.6,15.6,13.6,0.6,100890,0
20020604,7,0.6,108,15.4,13,9.4,0,100580,0
20020605,7,0,80,17.4,13.4,11.3,29.2,99790,0
20020606,8,0,80,15.5,14.8,12.1,1.2,99920,0
20020607,8,0,80,17.8,14.9,14.3,0.4,100220,0
20020608,6,1.7,139,15.3,14,10.1,0.4,100560,0
20020609,7,2.1,148,17.2,13.8,12.2,6,100540,0
20020610,6,4.7,199,18.2,13.8,10.5,12.8,100780,0
20020611,6,9.7,275,17.6,13.8,9.3,11.6,101260,0
20020612,8,1.8,142,20.7,14.4,11.1,1.6,101280,0
20020613,8,2.3,153,21.6,15.8,10.8,0,101450,0
20020614,7,1.6,137,21.1,18,14.4,0.2,101270,0
20020615,6,7.9,250,22.1,17.1,13.1,0.6,101400,0
20020616,8,1.5,135,26.6,18.3,14.5,0,101510,0
20020617,2,15.5,349,22.6,20.6,14.6,4.8,101440,0
20020618,6,8.3,256,21.5,19.2,15.7,0,101700,0
20020619,6,13.1,320,22.3,16.2,10.9,0,102250,0
20020620,6,4.3,193,21.9,18.2,14,0.6,102030,0
20020621,7,6.7,232,19.5,17.2,12.4,2.8,102000,0
20020622,7,1.8,142,20.4,16.2,12.8,0,101820,0
20020623,5,11.2,296,22.2,15.7,11,0,102120,0
20020624,2,14.8,341,20,15.7,9.2,0,102650,0
20020625,4,7.6,245,24,14.8,9.7,0,102770,0
20020626,2,15.1,344,18.8,17.2,10.3,0,102230,0
20020627,4,10.1,281,18.5,15.2,11.7,0,101920,0
20020628,4,9.9,278,19.5,13.9,9.3,0,102230,0
20020629,5,10.6,287,20.3,14,8.5,0,102190,0
20020630,7,1.9,144,18.4,15.6,10.8,1.4,101490,0
20020701,7,4.4,193,19,15,11.7,2.4,100140,0
20020702,7,2,146,17.9,14.8,10.7,12,99980,0
20020703,7,2,146,19.9,14.5,11.1,5.8,99810,0
20020704,5,7.2,238,19.8,14.9,9.9,2.8,101520,0
20020705,8,0.9,118,20.9,16,12.3,7.8,100900,0
20020706,7,3.3,172,20.8,17,13,0.4,101490,0
20020707,8,2.9,164,19,17.2,13.6,0.6,101450,0
20020708,8,0,79,21.4,17,15.1,11.6,100820,0
20020709,6,4.7,196,19.1,18.4,15.5,1.4,100430,0
20020710,4,10.7,284,20.1,14.9,10.7,4.6,100940,0
20020711,4,9.8,272,17.3,15.3,10.5,2.4,101640,0
20020712,6,0.1,87,22.7,13.8,10.4,0,101930,0
20020713,2,14.7,333,25,16.8,10.9,0,102110,0
20020714,3,15.2,338,25.9,18.2,11.4,0,102670,0
20020715,3,10.8,283,25.6,19.5,13.1,0,102470,0
20020716,5,10.8,282,21.9,20.8,15.9,0,102100,0
20020717,5,7.9,242,23.4,17.5,13.1,0,102090,0
20020718,6,6.3,218,24.2,19.1,14.8,0,102060,0
20020719,5,12.6,303,23.2,18.6,12.9,0,101930,0
20020720,6,7.5,235,19.8,18.8,14.4,0,101490,0
20020721,4,4.5,187,22.3,15.7,11.6,0,101840,0
20020722,6,6.3,216,20.4,16.4,10.5,0,101960,0
20020723,7,0.5,100,20.3,17.4,14.3,0,101250,0
20020724,7,5.1,196,21.7,17.6,14.9,0,101620,0
20020725,6,3.6,169,27.6,17,12.2,0,101650,0
20020726,4,10.6,272,24.9,21.8,16.1,0,101660,0
20020727,6,5.5,200,29.7,20.2,15.6,0,101760,0
20020728,2,13.6,307,32.5,23.4,17,0,101760,0
20020729,3,7.6,230,25.4,25.2,18,0,101730,0
20020730,6,2.1,138,21.8,22.1,18.8,4.2,101160,0
20020731,7,0.7,103,21.1,19.7,17.6,11.2,100790,0
20020801,6,2.7,148,23.6,16.9,12.7,0,101180,0
20020802,4,11.5,277,19.3,17.8,12.1,0.4,101080,0
20020803,7,2.1,135,21.8,17.3,15.3,17.6,101140,0
20020804,6,4.9,184,21.3,17.3,12.8,4.5,101210,0
20020805,6,3.1,153,24,16.8,12.3,1.4,101450,0
20020806,6,5.1,186,26.7,19.6,15.1,0,101670,0
20020807,6,9,240,20.4,21.4,16.1,3.2,101700,0
20020808,7,0.7,99,19.7,17.9,15.4,5.8,101100,0
20020809,6,2.6,141,22.1,16.8,13.9,2.4,100240,0
20020810,6,4.5,173,21.9,18.1,14.1,0.6,100490,0
20020811,6,4,164,22.6,17.8,13.8,0.2,100730,0
20020812,5,6.2,197,25.6,18.8,14.9,0,101390,0
20020813,3,9.4,238,25.4,19.4,13.2,0,102020,0
20020814,2,13.2,281,28.4,20.2,15.1,0,101920,0
20020815,5,7.3,208,27.1,22.6,16.7,0,101600,0
20020816,4,12.1,266,30,21.6,16.1,0,101790,0
20020817,5,9.9,239,25.8,22.8,15.7,0,101370,0
20020818,7,4.9,171,25.5,21.4,17.1,0,101090,0
20020819,6,7.4,205,23.2,21.6,17.7,0,101250,0
20020820,7,2.6,132,23.2,20,16.9,0,101460,0
20020821,6,11.4,251,23.5,18.8,14.3,0,101870,0
20020822,7,7.6,204,23.5,19.2,15,0,101930,0
20020823,7,5.3,172,23.6,19,14.6,0,101900,0
20020824,6,7.1,195,21.7,19.4,15.1,0,102080,0
20020825,6,6.1,180,17.6,18.4,15,0,102470,0
20020826,7,0,60,22.1,15.2,12.7,0,102360,0
20020827,5,4.4,154,24,18.4,14.7,0,102030,0
20020828,5,11.2,237,24.5,19.2,14.4,0,102030,0
20020829,6,2.1,115,22.6,19.2,14,0,101900,0
20020830,6,1.8,108,20.9,19.4,16.1,0.2,101710,0
20020831,5,10.2,221,21.1,17.2,13.5,0,102410,0
20020901,2,10.9,218,22.9,15.2,9.3,0,103080,0
20020902,4,10.2,209,24,16.6,10.2,0,102740,0
20020903,5,3.1,122,23.4,19.4,14.7,0,101700,0
20020904,4,8.3,186,23.4,17.4,11.3,0,101160,0
20020905,6,7.6,176,22.7,18,12.7,2,101320,0
20020906,7,5,144,21,19.2,15.6,1.2,101180,0
20020907,6,7.3,170,20.6,17.4,13.7,0.2,100750,0
20020908,5,6.7,162,15.6,15.4,10.1,0.2,100730,0
20020909,6,0,52,21.1,13.6,11.7,15.8,100680,0
20020910,2,11.5,208,22.4,15.6,10,0,101980,0
20020911,4,9.6,188,23.5,16.2,9.9,0,102610,0
20020912,3,9.2,182,24.6,18.9,14.3,0,102520,0
20020913,1,11.3,201,19.3,19,13.3,0,102550,0
20020914,7,2,94,18.3,17.2,15,0,102730,0
20020915,7,2.8,105,19.5,16.3,14.3,0,102590,0
20020916,5,8.1,165,19.2,14.8,10.1,0,102220,0
20020917,7,2.7,101,18.7,15.5,11.8,0,101960,0
20020918,6,0,46,19.7,15.2,11.6,0,101740,0
20020919,7,1.8,86,18.9,16.2,12.8,0,101710,0
20020920,7,0.3,57,19.1,16.6,14.2,0,102120,0
20020921,7,3.9,112,17.9,16.1,13.1,0,101980,0
20020922,5,4.6,119,19.2,15.2,12.6,0.2,101820,0
20020923,2,8.5,157,18.1,14.8,10.5,0,102210,0
20020924,3,6.9,140,19,13.5,8.9,0,102510,0
20020925,5,5.2,121,18.2,13,7,0.4,102210,0
20020926,5,8.7,153,17.2,14.6,11,0,102000,0
20020927,6,0,41,19.2,12.4,7.7,0,102580,0
20020928,4,5.3,118,20.7,13.9,8.6,0,102800,0
20020929,6,9.1,152,21.4,15,9.2,0,102600,0
20020930,6,7.6,137,21.8,15.4,9.4,0,102230,0
20021001,7,2,77,19.9,16,10.3,0,102050,0
20021002,7,2.8,86,20.3,16.9,13.9,0.6,101890,0
20021003,6,6.6,123,18.8,17.1,13.9,0,102320,0
20021004,3,7.4,129,18.8,12.8,6.8,0,102880,0
20021005,5,2.4,78,18.7,13.3,7.8,0,102520,0
20021006,6,7.9,130,17.5,15,11.3,0,102110,0
20021007,7,1.5,64,16.4,14.4,11.4,0,101890,0
20021008,7,1.5,64,15.6,13.8,11.2,0,101160,0
20021009,5,7.8,124,16.7,12,8.4,0.2,100600,0
20021010,7,4.9,98,13.7,13.8,10.8,0,100880,0
20021011,7,0,33,16.2,12.2,10.8,3.6,101220,0
20021012,5,5.6,101,11.9,12.6,9.1,0,101090,0
20021013,8,0,32,12.2,8.6,5.4,11.8,100570,0
20021014,8,0.1,35,14.4,10.2,8.3,3.2,100450,0
20021015,8,0,31,11.7,11.7,9,10.8,99970,0
20021016,7,0,30,11.9,10.5,9.3,0,100020,0
20021017,4,6.9,104,10.7,7.9,3.9,1.8,100490,0
20021018,4,4.2,82,11.9,6.8,2.8,1.6,100960,0
20021019,4,7.8,108,14.1,6.4,0.9,0,101920,0
20021020,8,0,28,17.6,9.2,4.3,1.6,101250,0
20021021,7,2.3,61,16.4,12.6,7.6,7,99420,0
20021022,7,1.2,48,12.1,14.6,12.9,3.8,98320,0
20021023,4,8.8,109,14.4,9.6,7.2,0,99970,0
20021024,4,5.5,85,16.3,8.4,2.4,3,100610,0
20021025,6,3.1,65,16.1,11.6,6.9,4.4,99310,0
20021026,4,7.3,94,14.1,12.7,9.3,2,100860,0
20021027,5,5.3,80,13.7,12.6,11.2,0.2,100540,0
20021028,5,5.9,83,14.2,9.3,4.9,0,102790,0
20021029,7,0.2,30,11.5,11.2,8.1,0.2,101540,0
20021030,8,0,24,13.9,10.7,9.9,5.6,101460,0
20021031,8,0.2,29,15.2,12,10.1,0.2,101840,0
20021101,7,0,23,15.9,13.4,11.5,4.8,101210,0
20021102,7,0.2,28,14.8,13,10.1,16,100720,0
20021103,4,4.7,68,14.2,12.6,10.3,1.2,100460,0
20021104,4,6.7,79,14.3,10.4,6.7,0,101700,0
20021105,8,0.1,24,13.8,11,7.7,5.2,102200,0
20021106,7,0,21,10.9,12.8,11.9,13.2,101390,0
20021107,1,7.4,80,13.9,7.8,4.7,1,101790,0
20021108,8,0,20,11.5,9.4,5,7.6,100770,0
20021109,7,2.2,45,15.4,9.7,7.9,8.6,100640,0
20021110,7,0,19,14.1,11.5,7.6,1.4,100270,0
20021111,4,6.7,72,12.7,10.7,7.3,8.8,100380,0
20021112,6,1.6,38,12.2,11.1,9.5,13.8,99970,0
20021113,7,2.6,45,13.2,9.9,7.6,8.6,98870,0
20021114,6,4.9,59,13.2,11.2,9.3,10,97730,0
20021115,6,1.7,37,10.4,10,6.7,1.4,98950,0
20021116,6,0.4,25,9,8.5,6.6,0.8,99960,0
20021117,7,0,17,9.9,8.2,7.3,2.8,100790,0
20021118,4,5.1,57,10.3,5.2,0.6,0,101310,0
20021119,6,4,50,11.7,5.8,1.4,0,101070,0
20021120,7,0,17,12,9.4,7.2,3.8,100270,0
20021121,6,0.1,19,11.2,10.2,8.4,12.4,98740,0
20021122,6,2.2,37,12.3,9.6,8.1,12.2,99110,0
20021123,4,3.9,47,10.3,9,5.7,3.2,99850,0
20021124,5,0.8,26,8.7,7.4,4.6,7.2,100320,0
20021125,7,0.2,19,12.8,6.8,4.8,0,100540,0
20021126,5,5.5,53,11.8,8.2,3.5,0,101100,0
20021127,6,2,34,13.3,8.3,4.8,1.2,100660,0
20021128,4,2.6,37,9.4,10.8,8.3,1.4,100440,0
20021129,7,0.5,22,12.2,8,6.5,0,101110,0
20021130,8,0,14,12.4,9.6,7.1,4.4,101910,0
20021201,6,1.6,28,10.9,10,7.6,2.6,100170,0
20021202,7,1.4,26,10.5,9.3,7.7,0.8,99820,0
20021203,7,1,23,10.2,8.6,6.8,0.8,100870,0
20021204,5,0.9,22,8.8,8,5.7,3.6,101240,0
20021205,3,6.5,51,8.5,6.6,4.3,0,102460,0
20021206,7,0,13,5.9,6.7,4.9,0.2,103070,0
20021207,8,0,13,4,5.1,4.3,0.2,102610,0
20021208,8,0,13,5.4,3.7,3.4,0.4,102410,0
20021209,5,6,48,3.8,4,2.5,0,102430,0
20021210,8,0,12,3.8,2.4,1,0,102070,0
20021211,7,0,12,5.7,2.3,0.8,0,101880,0
20021212,8,0,12,7.3,4.1,2.5,2,101740,0
20021213,8,0,12,7.6,4.9,2.5,0.2,101980,0
20021214,8,0,12,7.7,6.6,5.7,8.8,101540,0
20021215,8,0,12,7,6.8,6,6.6,100510,0
20021216,8,0,12,5.6,6.2,5.4,0.4,101470,0
20021217,6,0,12,7,5.1,4.6,0,102510,0
20021218,3,6.9,50,6.4,3.6,0.2,0,103130,0
20021219,4,4.8,41,7.3,4,1.5,0,102680,0
20021220,8,0,12,12,4.2,1.1,4,101760,0
20021221,8,0,12,12.8,7.6,3.1,18,101550,0
20021222,7,0.4,17,12.4,9.4,6.1,0,100620,0
20021223,8,0,12,13.8,10.6,8.8,2.2,100660,0
20021224,7,1.8,27,12.1,12,10.3,0.4,100400,0
20021225,7,1.6,25,12.6,10.8,9.6,4.6,100850,0
20021226,7,0.1,14,12.4,10.8,9.1,11.2,99590,0
20021227,7,0,12,11.2,11.2,10.1,0,98940,0
20021228,6,1.1,23,13.4,8.3,5.4,10.2,100070,0
20021229,8,0,12,11.5,9.6,5.8,5.6,99940,0
20021230,8,0,12,9.9,9.8,8.2,24.4,99900,0
20021231,8,0,13,12.9,7.3,4.7,11.8,101180,0
20030101,8,0,13,11.3,8.3,3.7,16,99560,0
20030102,7,0.1,15,7.5,10,8.6,1.8,98630,0
20030103,6,1.6,27,4.1,6.4,5.3,0.8,99760,0
20030104,5,5.1,45,4.9,2.4,0.6,0,101290,0
20030105,2,3.9,39,3.9,1.2,-2.4,0,101580,0
20030106,3,7.2,54,1.7,1.2,-1.6,0.3,101810,0
20030107,4,3.2,37,1,0,-1.7,0,101930,1
20030108,5,0,13,3.1,-1.4,-3.8,2.1,101690,0
20030109,5,6.8,54,5.1,1,-1.1,0.2,102200,2
20030110,6,1.1,25,3.9,2.8,0.4,0.2,102730,1
20030111,2,7.2,57,7.9,0.9,-2.1,0,103580,0
20030112,4,6,52,11.7,1.4,-5.1,0,103490,0
20030113,7,3.2,39,10.5,4.2,-3.2,0,102910,0
20030114,8,0,14,10.4,8.8,7.2,0,102820,0
20030115,6,0.5,21,10.1,9.6,8.7,0.2,102130,0
20030116,5,4.8,49,7.2,6.4,2.7,0,102590,0
20030117,6,0,15,9.7,5.6,4.1,0.6,101430,0
20030118,6,1.1,27,10.1,5.8,1.9,11.8,101190,0
20030119,6,2.8,39,9.7,7.3,4.5,5.6,99800,0
20030120,7,0,16,9.4,7.6,5.5,5.4,99020,0
20030121,7,0.1,18,9.5,8.7,8,11.2,98140,0
20030122,7,1.8,34,8.7,7.2,4.8,0.2,99310,0
20030123,4,5.6,58,10.3,7,5.4,0.2,102430,0
20030124,5,4.5,52,12.9,5,-0.2,1,103640,0
20030125,6,3.1,45,12.7,7.8,2.7,0.8,102990,0
20030126,7,0.1,20,15.1,8.6,4.4,0.4,102940,0
20030127,5,7.6,71,9.4,10.6,6,0.8,102760,0
20030128,4,5,58,6.8,7,4.6,1.6,101700,0
20030129,4,3.5,50,2.6,5.8,4.7,0,101130,0
20030130,6,1.7,38,3.5,1.8,0.9,4.8,101100,0
20030131,5,6,67,8.1,0.6,-2.2,7.6,102200,4
20030201,5,3.5,52,8.8,3.2,-1.6,0.8,101460,1
20030202,6,2.8,48,7.1,5.2,1.5,0.6,100460,0
20030203,4,6.3,72,6.2,5.3,3.5,0,99440,0
20030204,3,3.8,57,5,2.6,-1.1,0.2,100010,0
20030205,3,6.9,77,8.1,2.4,-0.3,0,101320,0
20030206,6,0,21,10.8,2.2,-3.6,0.8,101780,0
20030207,7,0.5,30,10.9,5.6,0.4,0,101910,0
20030208,8,0,22,8.3,9.5,8.1,5.2,101930,0
20030209,8,0,22,6.8,7.8,7.3,1.6,101510,0
20030210,7,0,23,6.9,5.2,3.5,3.6,102080,0
20030211,8,0,23,7.5,6,5,2.8,102430,0
20030212,8,0,24,2.7,6.5,5.5,0.2,102790,0
20030213,7,3.5,63,4.7,2,1.4,0,102760,0
20030214,3,7,89,4.8,1.6,-1.6,0,103030,0
20030215,4,4,69,4,1.5,-1.8,0,103600,0
20030216,5,3.2,63,4.4,2.5,1,0,103730,0
20030217,3,7.9,99,5.4,2,-0.3,0,103710,0
20030218,0,9.5,111,5.1,1.2,-2.9,0,102750,0
20030219,4,6.1,89,8.8,1.2,-2.8,0,101420,0
20030220,5,3.8,72,12.9,4.6,0.3,0.2,101210,0
20030221,2,9.3,114,9.5,6.2,-0.4,0,102080,0
20030222,2,8,107,13.3,5.4,1.2,0,102160,0
20030223,6,2,58,14,7.9,2.5,0.2,102250,0
20030224,7,2.1,60,12.7,9.1,4.2,0,102290,0
20030225,6,6.4,99,14.5,8.2,3.7,0,101600,0
20030226,7,2.7,68,13.8,9.8,5.1,0,101020,0
20030227,7,1.8,59,10.6,9.6,5.3,0.2,101130,0
20030228,7,0.1,35,14.3,9.2,7.9,4.4,101440,0
20030301,5,1,56,11.6,9,3.7,1.6,101210,0
20030302,4,7.6,127,9.8,8.5,5.4,0,101200,0
20030303,6,0.2,43,14.2,5.4,1,0.8,101770,0
20030304,8,0.5,50,12.9,9.4,4.6,0,101420,0
20030305,8,0,37,12.1,11.2,9.5,7.4,101180,0
20030306,5,9,146,11.3,7.3,2.5,0,101690,0
20030307,6,1.4,67,11.3,8.2,5,5,101350,0
20030308,7,0,39,13.2,8.4,5.6,0.2,101580,0
20030309,7,3.5,96,13.2,10.6,8.1,0,101650,0
20030310,5,0.8,60,12,10.6,7.9,0,101910,0
20030311,6,0.1,45,9.1,10.2,8.5,0,101420,0
20030312,6,1.7,76,9.4,7.4,5.6,1,102940,0
20030313,5,5.9,128,10.9,7.1,4.8,0,103790,0
20030314,1,10.1,171,10.6,6.4,1.8,0,103460,0
20030315,1,10.3,175,13.7,6.5,2.4,0.2,103780,0
20030316,2,10.4,178,16.6,8,2.4,0,104020,0
20030317,2,10,176,12,8.6,0.6,0,103720,0
20030318,6,8.2,160,14.8,7.8,3.6,0,103480,0
20030319,3,9.4,174,15.4,7.6,0.4,0,103140,0
20030320,5,8.4,166,9.8,8,0.7,0,102850,0
20030321,5,1.9,88,13.5,7.4,5,0.2,102640,0
20030322,2,9.8,184,18.9,7.1,0.7,0,102360,0
20030323,0,10.6,193,17,10.1,1.3,0,102270,0
20030324,3,7.8,166,16.9,11.4,5.9,0,102350,0
20030325,4,7.3,163,16.8,11.5,6.1,0,102340,0
20030326,5,8.4,176,17.1,11.4,5.9,0,102020,0
20030327,5,8.5,179,15.3,11.3,5.5,0,101780,0
20030328,6,2,97,16,9.8,4.3,0,101370,0
20030329,7,0.6,71,16.6,11,5.9,0,101380,0
20030330,4,10.1,202,14.2,12.2,7.7,0,101950,0
20030331,2,11.4,217,11.8,9.2,4.2,0,102570,0
20030401,6,1.8,98,11.5,7.8,3.7,3.4,101300,0
20030402,3,7.4,176,13.5,8.2,4.8,0.2,101590,0
